Content;Url;Date
Ersatzteil angefragt, Antwort erhalten, bestellt und geliefert. Ersatzteil eingebaut und Gerät tut es wieder.Guten Service. Macht weiter so. Danke!;https://www.trustpilot.com/reviews/65b8a57b52bc2a4aa1f3e450;2024-01-30T09:30:04.0000000Z
Super schnelle Lieferung des Ersatzteiles und auch noch eine Einbauanleitung mit Bildern. Sogar eine Ersatzdichtung war dabei. Besser geht's nicht. Bin sehr zufrieden und würde Euch sofort weiterempfehlen.;https://www.trustpilot.com/reviews/65b8243f2e94beae72a4b5ae;2024-01-30T00:18:40.0000000Z
Man findet fast alles hier und die Bestellung war einfach und schnell. Die Stoßdämpfer für meine Miele- Waschmaschine wurden schnell und günstig geliefert und passten wunderbar. Hier werde ich mit Sicherheit öfters nach Ersatzteilen stöbern,;https://www.trustpilot.com/reviews/65b8205753e52a83a2448432;2024-01-30T00:02:00.0000000Z
Die Lieferung erfolgte schnell… das baugleiche Ersatzteil kostete nur die Hälfte…. Und Dank eines Videos auf YouTube war der Austausch innerhalb von 15 Minuten erfolgreich…. TOP 👍;https://www.trustpilot.com/reviews/65b80ac8660fee5a53725117;2024-01-29T22:30:00.0000000Z
Topp Online-Shop: sowohl Auswahl und Artikelbeschreibungen. Schneller Versand, topp Ware. Sehr gerne wieder;https://www.trustpilot.com/reviews/65b7ef46b8ca5e2a7010ccc1;2024-01-29T20:32:38.0000000Z
Im großen und ganzen bin ich sehr zufrieden. Ich habe mein Gerät eingeschickt und sofort nach der Ankunft eine Rückmeldung bekommen. Das Gerät kam unversehrt und in einem besseren Zustand wie vorher wieder bei mir an. Kann ich so nur weiter empfehlen.;https://www.trustpilot.com/reviews/65b7d10f20d371771c0c33f0;2024-01-29T18:23:44.0000000Z
Das gesuchte Ersatzteil war gut beschrieben und passte somit sofort. Lieferung pünktlich, wie zugesagt.;https://www.trustpilot.com/reviews/65b7c9a554604231c5f584fd;2024-01-29T17:52:05.0000000Z
Guter Shop, schon mehrfach Ersatzteile gekauft, immer zufrieden gewesen. Auch Rücksendung, bei Fehlbestellung von mir, war problemlos. Empfehle ich gerne weiter den Shop.;https://www.trustpilot.com/reviews/65b7c3359c1e25b61255ab9f;2024-01-29T17:24:38.0000000Z
Das 2. Mal das Teil (Unterhitze-Modul für Backofen) bestellt. Was soll ich sagen…das Original damals hat 3,5 Jahre gehalten und das Ersatzteil 3 1/4 Jahre. Im Reparieren hab mittlerweile Routine, also insgesamt Geld gespart. Passt;https://www.trustpilot.com/reviews/65b6a81f988584f5567ac100;2024-01-28T21:16:47.0000000Z
Eindeutige Beschreibung, Bauteil passt genauso wir in der Webseite mir gezeigt worden und was besser ist - blitz Lieferung.Sehr gute Qualität und ich kann nur weiter empfehlen!;https://www.trustpilot.com/reviews/65b63c4790816be590c77fbe;2024-01-28T13:36:39.0000000Z
Sehr guter shop. Ich finde es spitze, dass ich für einen 19 Jahre alten NeffGeschirrspüler bei Euch im Shop noch den passenden Geschirrkorb für unten bekommen habe. Er passt perfekt.Die Lieferzeit war sehr kurz und der Preis ist auch ok.Vielen Dank, dieser Shop ist absolut weiterzuempfehlen.;https://www.trustpilot.com/reviews/65b56157926f905faa328b11;2024-01-27T22:02:32.0000000Z
Shop sehr gut, Ware schnell und gut verpackt geliefert. Preise so das Reparatur wirklich lohnt. Habe schon öfter hier gekauft und werde es bei Bedarf wieder tun.;https://www.trustpilot.com/reviews/65b4d4cfbafbd3398ce0ce87;2024-01-27T12:02:55.0000000Z
Ich habe ein Gemüsefach eines Kühlschrankes bestellt.Von der Bestellung zur Lieferung vergingen 2 Wochen. Wenn jemand eine schnelle Lieferung wünscht, sollte er/sie wo anders bestellen. Der Preis des Fachs war allerdings günstiger als anderswo, aber zzgl. Versand.Das Ersatzteil war super verpackt und kam unbeschadet bei mir an.;https://www.trustpilot.com/reviews/65b4a48ba43b00bd76a60c49;2024-01-27T08:37:00.0000000Z
Waschmaschine war defekt. Habe schon über einen Neukauf nachgedacht. Es waren aber nur die Kohlebürsten abgenutzt. Nachmittags bestellt und den nächsten Tag Mittag geliefert. SUPER! Maschine läuft wieder. Das hat sich gelohnt. Super Service. Bei Bedarf gerne wieder.;https://www.trustpilot.com/reviews/65b3ccece9cd0c3f91b9909b;2024-01-26T17:17:01.0000000Z
Über den angezeigten Fehlercode der Waschmaschine online hier angekommen. Das passende Video angesehen und zur Überzeugung gelangt, das kannst du auch. Erst mal wegen dem Restrisiko den Motor ausgebaut und die Kohlen kontrolliert - die waren von den original 43mm auf ca. 6mm verschlissen. Die Kohlen bestell und per Paypal bezahlt, sie wurden am gleichen Tag noch zum Versand aufgegeben und kamen bei mir am nächsten Tag an. Danke für die vollumfänglichen Hinweise und Tipps im Video und die unerwartet schnelle Lieferung. Besser kann’s nicht ablaufen vielen Dank auch für den Tip wie der Fehler resetet wird. Werde euch auf jeden Fall weiterempfehlen, Danke das es euch gibt.;https://www.trustpilot.com/reviews/65b3cb60834a86ecdd845363;2024-01-26T17:10:25.0000000Z
Die Lieferung erfolgte schnell und zu einem vergleichsweise guten Preis. Die Ware war wie erwartet gut. Gerne wieder.;https://www.trustpilot.com/reviews/65b373a567d4ffd59916daac;2024-01-26T10:56:05.0000000Z
